ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE
5000885,M,N,N,2,155000.0,Working,Secondary / secondary special,Separated,House / apartment,-15695,-2190,1,0,0,0,Low-skill Laborers
5000886,F,Y,Y,2,212000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11680,0,1,1,1,0,Accountants
5000887,M,Y,Y,0,108000.0,State servant,Secondary / secondary special,Married,House / apartment,-12410,0,1,0,0,0,Accountants
5000888,M,N,N,0,189000.0,Commercial associate,Higher education,Married,House / apartment,-13870,-1460,1,1,0,0,Managers
5000889,M,N,N,0,544000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17155,-8395,1,0,0,1,Secretaries
5000890,F,Y,Y,1,126000.0,Working,Incomplete higher,Married,House / apartment,-17520,-2920,1,1,1,0,Private service staff
5000891,F,N,Y,0,162000.0,Working,Higher education,Separated,House / apartment,-13870,-4015,1,0,0,0,HR staff
5000892,F,N,N,0,92000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13140,-1825,1,0,0,0,High skill tech staff
5000893,M,Y,Y,0,146000.0,Working,Higher education,Married,House / apartment,-13140,-4380,1,0,0,0,Cooking staff
5000894,F,N,Y,1,168000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-12045,-3285,1,1,0,0,Sales staff
5000895,M,N,N,1,147000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17885,-9855,1,1,0,0,Medicine staff
5000896,M,N,Y,0,80000.0,Working,Secondary / secondary special,Married,House / apartment,-10585,-2555,1,0,0,0,Accountants
5000897,F,Y,Y,1,148000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-16790,365243,1,0,1,0,
5000898,M,N,Y,0,277000.0,Working,Higher education,Widow,With parents,-17520,-5110,1,0,0,0,Managers
5000899,M,N,Y,1,167000.0,Working,Secondary / secondary special,Married,House / apartment,-22265,-1825,1,0,0,1,Low-skill Laborers
5000900,M,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-12045,-3650,1,0,0,0,Accountants
5000901,M,Y,N,0,118000.0,Working,Secondary / secondary special,Married,House / apartment,-20440,-13505,1,0,0,0,Security staff
5000902,M,N,Y,2,194000.0,Working,Higher education,Married,Rented apartment,-10585,-1095,1,1,0,0,Private service staff
5000903,F,Y,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-3650,1,0,0,0,Sales staff
5000904,F,N,Y,1,83000.0,Working,Higher education,Married,House / apartment,-11680,-1460,1,0,0,0,Private service staff
5000905,F,Y,Y,0,156000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-18980,-10585,1,0,1,0,Secretaries
5000906,F,N,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-21170,-6205,1,1,0,0,Medicine staff
5000907,M,N,Y,0,97000.0,Working,Secondary / secondary special,Married,House / apartment,-8395,-730,1,0,0,1,Private service staff
5000908,M,Y,Y,0,146000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13140,-730,1,0,0,0,High skill tech staff
5000909,M,Y,Y,0,155000.0,Commercial associate,Higher education,Single / not married,House / apartment,-14600,-4015,1,1,0,0,Security staff
5000910,F,Y,Y,0,74000.0,Working,Secondary / secondary special,Married,House / apartment,-18980,-9490,1,1,0,0,Core staff
5000911,M,N,Y,0,226000.0,Pensioner,Higher education,Married,House / apartment,-15695,365243,1,0,0,0,
5000912,F,N,N,0,177000.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-1825,1,0,1,0,Low-skill Laborers
5000913,F,N,N,2,94000.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-1825,1,1,0,0,Accountants
5000914,F,N,Y,2,62000.0,Commercial associate,Lower secondary,Married,House / apartment,-21170,-14235,1,0,0,0,Medicine staff
5000915,F,N,Y,0,124000.0,Working,Higher education,Single / not married,House / apartment,-10220,-365,1,0,1,0,HR staff
5000916,M,N,N,1,107000.0,Working,Secondary / secondary special,Married,House / apartment,-14235,-6935,1,0,0,1,Cleaning staff
5000917,F,N,N,0,141000.0,Working,Secondary / secondary special,Married,House / apartment,-18250,-10220,1,0,1,0,Managers
5000918,F,N,Y,0,111000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19710,-7300,1,1,0,0,Realty agents
5000919,M,N,Y,1,49000.0,Working,Secondary / secondary special,Married,House / apartment,-12410,-5840,1,0,0,0,HR staff
5000920,F,N,Y,2,110000.0,Working,Higher education,Married,House / apartment,-15330,-2920,1,0,0,0,Cleaning staff
5000921,F,Y,N,0,114000.0,State servant,Higher education,Widow,House / apartment,-23360,-6205,1,1,1,0,Accountants
5000922,F,N,N,1,183000.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-1460,1,0,1,0,Low-skill Laborers
5000923,F,N,Y,0,94000.0,Pensioner,Higher education,Married,House / apartment,-12775,365243,1,0,0,0,
5000924,F,N,Y,3,308000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18980,365243,1,1,0,1,
5000925,M,Y,N,0,51000.0,Working,Secondary / secondary special,Separated,House / apartment,-12045,-4015,1,0,0,0,Realty agents
5000926,M,N,N,0,257000.0,Working,Secondary / secondary special,Married,Rented apartment,-14965,-1825,1,0,0,0,Low-skill Laborers
5000927,F,N,N,0,119000.0,Working,Secondary / secondary special,Married,House / apartment,-21900,-4015,1,0,0,0,Private service staff
5000928,F,N,N,0,205000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-19345,-3650,1,0,0,0,Accountants
5000929,M,Y,Y,0,139000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-5475,1,1,0,0,Laborers
5000930,M,N,Y,2,236000.0,Pensioner,Secondary / secondary special,Married,With parents,-20075,365243,1,0,0,0,
5000931,F,N,Y,0,110000.0,State servant,Secondary / secondary special,Married,House / apartment,-13140,-5840,1,0,0,0,Laborers
5000932,F,N,Y,0,77000.0,Commercial associate,Higher education,Married,House / apartment,-17520,-6935,1,0,1,0,Waiters/barmen staff
5000933,F,N,Y,0,271000.0,Working,Secondary / secondary special,Married,House / apartment,-19710,-2920,1,0,1,0,Secretaries
5000934,M,N,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-7665,0,1,1,0,1,Cleaning staff
5000935,M,N,Y,0,149000.0,Pensioner,Higher education,Married,Rented apartment,-22265,365243,1,1,1,1,
5000936,M,Y,N,0,247000.0,Working,Higher education,Married,House / apartment,-18615,-730,1,1,0,1,Cooking staff
5000937,F,N,Y,0,80000.0,Working,Higher education,Married,House / apartment,-20440,-7300,1,0,1,0,Realty agents
5000938,M,N,N,0,179000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-23360,-8030,1,0,0,1,Managers
5000939,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-19345,-2920,1,0,0,1,Accountants
5000940,M,Y,Y,1,125000.0,State servant,Secondary / secondary special,Separated,House / apartment,-19345,-6570,1,1,1,1,Laborers
5000941,F,Y,Y,1,138000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21535,-6570,1,0,0,0,Cooking staff
5000942,F,N,Y,0,63000.0,Working,Higher education,Married,With parents,-13870,-2190,1,0,1,0,Low-skill Laborers
5000943,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-15695,-1095,1,0,1,0,Core staff
5000944,M,N,N,0,262000.0,Working,Secondary / secondary special,Married,House / apartment,-15695,-4015,1,0,1,0,Core staff
5000945,M,N,Y,0,208000.0,Working,Secondary / secondary special,Married,House / apartment,-12775,-4745,1,0,0,0,Secretaries
5000946,M,N,Y,0,129000.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-365,1,1,0,0,Realty agents
5000947,F,Y,Y,0,150000.0,Working,Higher education,Married,House / apartment,-18250,-11680,1,0,0,1,Low-skill Laborers
5000948,F,Y,Y,0,115000.0,Working,Secondary / secondary special,Married,With parents,-16425,-9855,1,0,1,0,Accountants
5000949,F,N,N,0,263000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-23725,-10950,1,0,0,0,Cooking staff
5000950,F,Y,N,0,121000.0,Working,Secondary / secondary special,Married,House / apartment,-13140,-6205,1,1,0,1,Private service staff
5000951,F,Y,Y,1,150000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-6935,1,0,0,1,Sales staff
5000952,M,N,N,2,236000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23725,365243,1,0,0,0,
5000953,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-12410,365243,1,0,0,0,
5000954,F,N,N,0,291000.0,Working,Secondary / secondary special,Married,House / apartment,-13505,-2555,1,0,0,0,Secretaries
5000955,M,N,Y,1,62000.0,Working,Higher education,Married,With parents,-11680,-730,1,0,1,0,Accountants
5000956,F,N,N,2,301000.0,Working,Higher education,Married,House / apartment,-17885,-10950,1,0,0,0,Laborers
5000957,M,N,N,0,111000.0,Working,Higher education,Single / not married,House / apartment,-18980,-10950,1,0,1,0,Waiters/barmen staff
5000958,M,N,Y,0,118000.0,Pensioner,Higher education,Civil marriage,House / apartment,-16060,365243,1,0,0,0,
5000959,F,N,N,0,52000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12045,-1825,1,0,0,0,HR staff
5000960,M,Y,Y,0,106000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-7665,1,0,0,1,Security staff
5000961,F,N,Y,0,79000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12775,-4380,1,0,0,0,Laborers
5000962,M,N,Y,0,98000.0,Working,Higher education,Married,With parents,-8760,0,1,0,0,0,Drivers
5000963,M,N,N,0,124000.0,Commercial associate,Incomplete higher,Married,With parents,-19710,-2920,1,0,1,0,Sales staff
5000964,M,N,N,0,215000.0,Working,Higher education,Married,House / apartment,-17520,-6935,1,0,0,0,Realty agents
5000965,M,N,N,1,148000.0,State servant,Secondary / secondary special,Married,With parents,-8030,0,1,0,0,1,IT staff
5000966,F,Y,N,0,155000.0,Pensioner,Higher education,Married,House / apartment,-18250,365243,1,1,0,0,
5000967,M,N,Y,0,77000.0,Working,Secondary / secondary special,Married,House / apartment,-16790,-5110,1,0,1,0,IT staff
5000968,F,Y,N,0,86000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16790,-4380,1,0,0,0,HR staff
5000969,F,Y,Y,0,328000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14600,365243,1,1,0,0,
5000970,F,Y,Y,2,92000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-22630,-7665,1,0,0,0,Core staff
5000971,F,N,Y,0,305000.0,Working,Secondary / secondary special,Married,House / apartment,-17520,-5475,1,0,1,0,Secretaries
5000972,F,Y,N,0,118000.0,Working,Secondary / secondary special,Married,House / apartment,-14600,-365,1,0,0,0,Low-skill Laborers
5000973,M,N,N,1,133000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11315,365243,1,0,0,0,
5000974,M,Y,Y,0,228000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10950,-3285,1,0,0,0,Low-skill Laborers
5000975,M,N,Y,2,252000.0,Commercial associate,Higher education,Single / not married,House / apartment,-15695,-4745,1,0,1,0,HR staff
5000976,F,Y,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20805,365243,1,0,0,0,
5000977,M,N,Y,0,110000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22265,365243,1,0,1,0,
5000978,F,N,N,0,130000.0,Pensioner,Higher education,Single / not married,House / apartment,-14235,365243,1,0,0,0,
5000979,F,N,N,0,158000.0,Working,Higher education,Married,House / apartment,-23725,-13505,1,0,0,0,Medicine staff
5000980,M,Y,Y,1,208000.0,Working,Secondary / secondary special,Married,House / apartment,-13870,-365,1,0,0,0,Cleaning staff
5000981,F,N,Y,1,134000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17155,-2555,1,0,1,0,Medicine staff
5000982,M,N,N,0,182000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9490,-1095,1,0,0,0,Security staff
5000983,M,N,N,0,302000.0,Commercial associate,Secondary / secondary special,Married,With parents,-10950,-1460,1,0,1,1,Laborers
5000984,F,Y,Y,1,161000.0,Working,Secondary / secondary special,Married,House / apartment,-8030,-730,1,0,0,0,Private service staff
5000985,F,Y,N,2,156000.0,Pensioner,Higher education,Married,House / apartment,-16060,365243,1,0,1,0,
5000986,F,N,Y,0,62000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-21170,-9855,1,1,0,1,Cooking staff
5000987,F,N,Y,0,36000.0,Working,Higher education,Single / not married,House / apartment,-17520,-4745,1,1,0,0,Drivers
5000988,M,N,N,0,162000.0,Working,Higher education,Separated,House / apartment,-17520,-4015,1,0,0,0,Cooking staff
5000989,F,N,N,1,127000.0,Working,Higher education,Widow,House / apartment,-23725,-17155,1,0,0,0,HR staff
5000990,F,N,Y,0,103000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-1825,1,0,0,0,IT staff
5000991,F,Y,N,0,151000.0,Working,Higher education,Married,House / apartment,-8030,-1095,1,0,0,0,Medicine staff
5000992,M,N,Y,1,129000.0,Working,Secondary / secondary special,Married,House / apartment,-9125,-2190,1,1,0,0,Cleaning staff
5000993,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-11315,0,1,0,0,0,Managers
5000994,M,N,Y,0,139000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10950,-4015,1,1,0,0,Security staff
5000995,M,N,N,0,92000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-22995,-2190,1,0,0,1,Low-skill Laborers
5000996,F,N,Y,0,219000.0,Pensioner,Higher education,Married,House / apartment,-8030,365243,1,0,0,0,
5000997,M,Y,Y,0,120000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12775,-2555,1,0,0,0,Waiters/barmen staff
5000998,F,Y,Y,0,173000.0,Working,Secondary / secondary special,Married,House / apartment,-21535,-2920,1,0,0,0,Core staff
5000999,F,Y,N,0,105000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22265,365243,1,0,0,0,
